category,recipient,year ordered,year delivered
missiles,Greece,1996,2000
missiles,Greece,1998,2000-2001
missiles,Greece,1998,2000-2001
missiles,Greece,-1998,1999-2000
missiles,Greece,1998,1999-2001
missiles,Greece,1999,2001-2002
missiles,Greece,1999,2002
missiles,Greece,-2000,2002
missiles,Greece,2000,2005-2006
missiles,Greece,-2000,2002-2003
missiles,Greece,2001,2003-2004
missiles,Greece,-2002,2003
missiles,Greece,2004,2005
missiles,Greece,2005,2008-2018
missiles,Greece,-2007,2009-2011
missiles,Greece,2007,2009
missiles,Greece,2008,2009
missiles,Greece,-2010,2014-2015
missiles,Greece,-2010,2011-2012
missiles,Greece,-2011,2012
missiles,Hungary,-2004,2006-2007
missiles,Hungary,-2008,2009-2010
missiles,India,2010,2013-2017
missiles,India,2010,2013
missiles,India,-2011,2013-2016
missiles,India,2012,2014
missiles,India,-2013,2019
missiles,India,2015,2019
missiles,India,2015,2019
missiles,India,2016,2018
missiles,Indonesia,2013,2014-2015
missiles,Indonesia,2014,2017-2018
missiles,Indonesia,2017,2018
missiles,Iraq,2008,2009
missiles,Iraq,2008,2012-2013
missiles,Iraq,2011,2015
missiles,Iraq,-2011,2015-2016
missiles,Iraq,2011,2015
missiles,Iraq,-2011,2015
missiles,Iraq,2012,2013-2014
missiles,Iraq,-2013,2013-2014
missiles,Iraq,-2013,2016
missiles,Iraq,-2013,2016-2017
missiles,Iraq,-2013,2016-2017
missiles,Iraq,-2013,2016-2017
missiles,Iraq,2014,2015-2017
missiles,Iraq,2014,2014
missiles,Iraq,-2015,2016-2018
missiles,Ireland,2002,2006
missiles,Israel,1998,1998-2001
missiles,Israel,-1998,2001-2002
missiles,Israel,1999,2001-2002
missiles,Israel,-2000,2005-2006
missiles,Israel,2000,2000-2001
missiles,Israel,2001,2002-2003
missiles,Israel,2001,2003-2004
missiles,Israel,-2001,2002
missiles,Israel,2002,2003-2004
missiles,Israel,2002,2003-2004
missiles,Israel,2002,2003
missiles,Israel,-2004,2006
missiles,Israel,2004,2005
missiles,Israel,2004,2005-2006
missiles,Israel,2005,2006
missiles,Israel,2007,2009
missiles,Israel,2007,2007-2008
missiles,Israel,2008,2010-2012
missiles,Israel,2009,2010-2012
missiles,Israel,2010,2010
missiles,Israel,2012,2015-2017
missiles,Israel,2012,2013
missiles,Israel,2013,2014-2015
missiles,Israel,2014,2016-2019
missiles,Israel,2014,2015-2016
missiles,Israel,-2015,2018-2019
missiles,Israel,2015,2016
missiles,Israel,2016,2017-2018
missiles,Italy,1997,2000-2003
missiles,Italy,2001,2003-2004
missiles,Italy,-2002,2002-2003
missiles,Italy,-2005,2006-2007
missiles,Italy,2010,2015-2016
missiles,Italy,-2012,2014-2015
missiles,Japan,-1998,2001-2003
missiles,Japan,1998,2000
missiles,Japan,1999,2001
missiles,Japan,2000,2001
missiles,Japan,2001,2003
missiles,Japan,2001,2002-2003
missiles,Japan,2001,2003
missiles,Japan,-2001,2003
missiles,Japan,2002,2003-2004
missiles,Japan,-2002,2004
missiles,Japan,-2003,2006-2009
missiles,Japan,-2003,2005
missiles,Japan,-2004,2006
missiles,Japan,-2005,2006
missiles,Japan,-2005,2006-2017
missiles,Japan,2005,2006-2007
missiles,Japan,-2005,2007
missiles,Japan,-2006,2008
missiles,Japan,2008,2010
missiles,Japan,-2009,2010-2014
missiles,Japan,2011,2014
missiles,Japan,-2014,2016
missiles,Japan,2014,2016-2018
missiles,Japan,-2014,2015-2017
missiles,Jordan,2000,2001-2002
missiles,Jordan,2001,2002-2003
missiles,Jordan,2001,2004
missiles,Jordan,2002,2003-2004
missiles,Jordan,-2005,2007-2008
missiles,Jordan,2005,2006-2007
missiles,Jordan,2009,2013-2016
missiles,Jordan,2010,2012-2014
missiles,Jordan,2013,2014
missiles,Jordan,-2014,2014
missiles,Jordan,2014,2015
missiles,Jordan,2014,2014
missiles,Jordan,2014,2015-2016
missiles,Jordan,-2015,2018
missiles,Jordan,2015,2015
missiles,Jordan,2016,2016-2018
missiles,Jordan,2016,2017-2018
missiles,Jordan,2017,2018-2019
missiles,Kuwait,2002,2007
missiles,Kuwait,2002,2007
missiles,Kuwait,-2002,2003
missiles,Kuwait,-2008,2010-2012
missiles,Kuwait,-2008,2009-2011
missiles,Kuwait,2009,2010-2014
missiles,Kuwait,2009,2011
missiles,Kuwait,2011,2014-2015
missiles,Kuwait,-2013,2015
missiles,Kuwait,2013,2014-2015
missiles,Kuwait,2013,2015-2016
missiles,Kuwait,2014,2016
missiles,Kuwait,2016,2017
missiles,Lebanon,2008,2009
missiles,Lebanon,2014,2014
missiles,Lebanon,2014,2015
missiles,Lebanon,-2014,2015
missiles,Lebanon,-2015,2015
missiles,Lebanon,-2015,2015-2018
missiles,Lebanon,-2016,2017
missiles,Lebanon,2016,2019
missiles,Lebanon,-2017,2019
missiles,Lebanon,2017,2018-2019
missiles,Lithuania,2001,2003
missiles,Lithuania,2002,2007
missiles,Lithuania,2016,2017
missiles,Luxembourg,2002,2003
missiles,Malaysia,-2005,2007
missiles,Malaysia,-2005,2006-2007
missiles,Malaysia,2009,2011
missiles,Malaysia,2010,2011
missiles,Malaysia,2013,2015
missiles,Malaysia,2015,2016
missiles,Morocco,-2008,2011-2012
missiles,Morocco,-2009,2015-2016
missiles,Morocco,-2010,2013
missiles,Morocco,2012,2014-2015
missiles,Morocco,2012,2013
missiles,Morocco,2014,2015-2017
missiles,Morocco,2016,2017-2018
missiles,Morocco,-2016,2017
missiles,Morocco,2017,2018-2019
missiles,NATO**,2017,2018
missiles,Netherlands,1995,1996-2002
missiles,Netherlands,1997,1999-2000
missiles,Netherlands,-1998,2000
missiles,Netherlands,-1998,2002
missiles,Netherlands,-2002,2003-2005
missiles,Netherlands,2003,2003-2005
missiles,Netherlands,2004,2005-2006
missiles,Netherlands,2005,2006-2008
missiles,Netherlands,2005,2008
missiles,Netherlands,2005,2007-2009
missiles,Netherlands,-2006,2009
missiles,Netherlands,2008,2009-2010
missiles,Netherlands,2010,2012-2013
missiles,Netherlands,2010,2015-2019
missiles,Netherlands,2013,2016
missiles,Netherlands,2014,2016-2018
missiles,Netherlands,2015,2016
missiles,Netherlands,-2016,2018
missiles,Netherlands,-2017,2018-2019
missiles,New Zealand,2003,2006-2008
missiles,New Zealand,2014,2014
missiles,Norway,-2006,2008-2009
missiles,Norway,-2012,2014
missiles,Norway,-2014,2018
missiles,Norway,2014,2015-2016
missiles,Norway,-2015,2018
missiles,Oman,2001,2002-2003
missiles,Oman,-2002,2006
missiles,Oman,2002,2006
missiles,Oman,2002,2006
missiles,Oman,2003,2006
missiles,Oman,2003,2006
missiles,Oman,2004,2006-2007
missiles,Oman,2004,2005
missiles,Oman,-2005,2009
missiles,Oman,-2008,2010
missiles,Oman,-2013,2016-2017
missiles,Oman,2013,2014
missiles,Oman,2013,2014
missiles,Oman,2013,2014
missiles,Oman,2013,2016
missiles,Oman,2014,2016
missiles,Oman,2016,2017
missiles,Pakistan,-2001,2002
missiles,Pakistan,-2004,2006-2008
missiles,Pakistan,2005,2007
missiles,Pakistan,2005,2006-2007
missiles,Pakistan,-2006,2010-2011
missiles,Pakistan,-2006,2010
missiles,Pakistan,2007,2010-2014
missiles,Pakistan,2007,2010
missiles,Pakistan,-2007,2008-2011
missiles,Pakistan,2007,2009
missiles,Pakistan,-2010,2015
missiles,Philippines,2011,2011
missiles,Philippines,-2013,2017-2019
missiles,Poland,-1999,2000-2002
missiles,Poland,2003,2005
missiles,Poland,2004,2006-2007
missiles,Poland,2004,2007-2009
missiles,Poland,2004,2006
missiles,Poland,2004,2007
missiles,Poland,2007,2008-2009
missiles,Poland,2015,2017-2019
missiles,Poland,-2016,2018-2019
missiles,Poland,2016,2018-2019
missiles,Poland,-2017,2019
missiles,Portugal,-2002,2005-2006
missiles,Portugal,2004,2005
missiles,Portugal,-2004,2006
missiles,Portugal,-2007,2009
missiles,Portugal,-2016,2018
missiles,Qatar,-2014,2019
missiles,Qatar,2014,2016-2017
missiles,Qatar,2014,2015-2017
missiles,Qatar,2014,2016-2019
missiles,Qatar,-2015,2019
missiles,Qatar,2017,2018
missiles,Romania,-2013,2017-2018
missiles,Romania,2015,2017-2018
missiles,Romania,2017,2019
missiles,Saudi Arabia,2000,2003-2006
missiles,Saudi Arabia,2000,2001-2002
missiles,Saudi Arabia,2001,2002-2003
missiles,Saudi Arabia,2001,2002-2003
missiles,Saudi Arabia,2005,2006
missiles,Saudi Arabia,2005,2007
missiles,Saudi Arabia,2006,2008
missiles,Saudi Arabia,2008,2010-2011
missiles,Saudi Arabia,2009,2010
missiles,Saudi Arabia,-2009,2010-2011
missiles,Saudi Arabia,-2010,2011-2013
missiles,Saudi Arabia,-2011,2013-2014
missiles,Saudi Arabia,-2011,2018-2019
missiles,Saudi Arabia,-2011,2012-2019
missiles,Saudi Arabia,-2011,2013-2016
missiles,Saudi Arabia,2012,2016
missiles,Saudi Arabia,-2012,2016-2018
missiles,Saudi Arabia,2013,2015-2019
missiles,Saudi Arabia,2013,2014-2015
missiles,Saudi Arabia,-2013,2017-2019
missiles,Saudi Arabia,2014,2015-2016
missiles,Saudi Arabia,2014,2016-2018
missiles,Saudi Arabia,-2014,2015-2018
missiles,Saudi Arabia,2014,2015-2018
missiles,Saudi Arabia,2015,2017-2019
missiles,Saudi Arabia,2015,2016-2017
missiles,Saudi Arabia,2016,2018
missiles,Saudi Arabia,2017,2019
missiles,Singapore,-2000,2001
missiles,Singapore,-2000,2001
missiles,Singapore,-2001,2005
missiles,Singapore,2001,2002-2003
missiles,Singapore,-2003,2005
missiles,Singapore,2004,2006
missiles,Singapore,-2006,2009-2010
missiles,Singapore,-2006,2009
missiles,Singapore,-2007,2009-2012
missiles,Singapore,-2007,2009-2011
missiles,Singapore,-2008,2008-2010
missiles,Singapore,-2008,2013-2016
missiles,Singapore,-2008,2010-2012
missiles,Singapore,2009,2010
missiles,Singapore,2010,2011-2012
missiles,Singapore,-2012,2014
missiles,Singapore,2014,2016-2017
missiles,Singapore,2014,2015-2016
missiles,Singapore,-2014,2015-2016
missiles,Singapore,2015,2016-2017
missiles,South Africa,2010,2011-2012
missiles,South Korea,-1994,1998-2004
missiles,South Korea,-1995,1998-2005
missiles,South Korea,-2000,2000
missiles,South Korea,2000,2001-2002
missiles,South Korea,2000,2003-2005
missiles,South Korea,2001,2004
missiles,South Korea,-2001,2003
missiles,South Korea,2001,2004-2005
missiles,South Korea,-2002,2003
missiles,South Korea,2002,2005-2006
missiles,South Korea,-2003,2006-2008
missiles,South Korea,2003,2006
missiles,South Korea,2004,2006-2007
missiles,South Korea,2004,2005
missiles,South Korea,-2004,2007-2011
missiles,South Korea,-2004,2006-2008
missiles,South Korea,2006,2007-2008
missiles,South Korea,2006,2007
missiles,South Korea,2006,2008
missiles,South Korea,-2008,2011-2015
missiles,South Korea,-2008,2010-2011
missiles,South Korea,-2008,2010-2011
missiles,South Korea,2008,2010-2011
missiles,South Korea,2008,2011
missiles,South Korea,2008,2009-2015
missiles,South Korea,2009,2011
missiles,South Korea,2010,2012
missiles,South Korea,2011,2013
missiles,South Korea,2011,2013
missiles,South Korea,-2011,2011
missiles,South Korea,2011,2015
missiles,South Korea,2012,2012-2013
missiles,South Korea,2012,2013
missiles,South Korea,-2012,2016-2018
missiles,South Korea,2013,2016-2017
missiles,South Korea,-2013,2016-2017
missiles,South Korea,2013,2014
missiles,South Korea,2014,2015-2016
missiles,South Korea,-2014,2016-2018
missiles,South Korea,2014,2016
missiles,South Korea,2014,2016-2017
missiles,South Korea,-2015,2018
missiles,South Korea,2015,2016-2017
missiles,South Korea,2015,2017-2019
missiles,South Korea,2017,2018
missiles,South Korea,-2018,2019
missiles,Spain,-1996,1999-2000
missiles,Spain,1997,1999-2000
missiles,Spain,-1998,2000-2001
missiles,Spain,-1998,2001-2002
missiles,Spain,1999,2001
missiles,Spain,-1999,2000
missiles,Spain,2000,2002-2003
missiles,Spain,-2000,2001-2004
missiles,Spain,-2002,2004
missiles,Spain,2002,2003-2004
missiles,Spain,-2002,2006-2007
missiles,Spain,2006,2007
missiles,Spain,-2006,2013
missiles,Spain,-2007,2009
missiles,Spain,-2009,2009
missiles,Sweden,-2002,2006-2009
missiles,Sweden,2004,2005
missiles,Sweden,-2011,2016
missiles,Switzerland,2004,2007-2010
missiles,Switzerland,-2013,2016-2017
missiles,Taiwan,-1997,1999-2001
missiles,Taiwan,1997,1998-2001
missiles,Taiwan,1997,1998-2000
missiles,Taiwan,1998,2000-2001
missiles,Taiwan,-1998,2000
missiles,Taiwan,1999,2001
missiles,Taiwan,1999,2001
missiles,Taiwan,1999,1999-2000
missiles,Taiwan,2000,2001-2003
missiles,Taiwan,2000,2000-2005
missiles,Taiwan,-2000,2001
missiles,Taiwan,-2001,2003
missiles,Taiwan,2001,2002
missiles,Taiwan,2002,2003-2004
missiles,Taiwan,-2002,2005
missiles,Taiwan,2003,2005-2006
missiles,Taiwan,-2003,2005-2006
missiles,Taiwan,-2003,2005-2006
missiles,Taiwan,-2004,2007-2008
missiles,Taiwan,2004,2005
missiles,Taiwan,2005,2007
missiles,Taiwan,2005,2006
missiles,Taiwan,-2007,2013-2014
missiles,Taiwan,-2008,2013-2016
missiles,Taiwan,2008,2010-2012
missiles,Taiwan,2008,2010-2012
missiles,Taiwan,2009,2011-2012
missiles,Taiwan,2009,2011
missiles,Taiwan,2009,2012-2014
missiles,Taiwan,2009,2012
missiles,Taiwan,2009,2011-2014
missiles,Taiwan,-2010,2012-2014
missiles,Taiwan,-2010,2015
missiles,Taiwan,-2016,2018-2019
missiles,Taiwan,-2017,2019
missiles,Taiwan,2017,2019
missiles,Thailand,-2001,2003
missiles,Thailand,-2013,2015
missiles,Thailand,2014,2016-2017
missiles,Thailand,-2015,2017-2018
missiles,Thailand,-2016,2018
missiles,Thailand,2017,2018
missiles,Tunisia,-1998,2002
missiles,Tunisia,-2005,2006
missiles,Tunisia,2015,2017
missiles,Turkey,-1990,1991-2005
missiles,Turkey,-1993,1997-2001
missiles,Turkey,-1993,1998-2000
missiles,Turkey,-1994,1996-2000
missiles,Turkey,1995,2002
missiles,Turkey,-1996,1998-2003
missiles,Turkey,1999,2000-2001
missiles,Turkey,2000,2001-2002
missiles,Turkey,2002,2003-2004
missiles,Turkey,-2002,2005
missiles,Turkey,2005,2007-2009
missiles,Turkey,2006,2007-2008
missiles,Turkey,2006,2011
missiles,Turkey,2006,2008
missiles,Turkey,2006,2007-2008
missiles,Turkey,-2007,2011-2019
missiles,Turkey,-2008,2013-2014
missiles,Turkey,2008,2011
missiles,Turkey,2009,2012-2014
missiles,Turkey,2011,2013
missiles,Turkey,2012,2013
missiles,Turkey,-2014,2016-2019
missiles,Turkey,2014,2015-2016
missiles,Turkey,2015,2017-2018
missiles,Turkey,-2016,2016-2017
missiles,Turkey,2017,2018
missiles,UAE,-1998,1999-2004
missiles,UAE,1998,1998-2001
missiles,UAE,2001,2006-2007
missiles,UAE,-2002,2005
missiles,UAE,-2002,2005
missiles,UAE,-2002,2003-2007
missiles,UAE,2002,2004-2006
missiles,UAE,-2003,2004-2007
missiles,UAE,2003,2006
missiles,UAE,-2003,2005
missiles,UAE,2004,2005
missiles,UAE,2006,2015
missiles,UAE,-2007,2008-2009
missiles,UAE,2007,2011-2016
missiles,UAE,2008,2009-2010
missiles,UAE,-2008,2011-2012
missiles,UAE,2008,2011-2012
missiles,UAE,2008,2012-2014
missiles,UAE,-2008,2012-2014
missiles,UAE,-2008,2010-2013
missiles,UAE,2009,2012-2013
missiles,UAE,2009,2013-2014
missiles,UAE,2010,2011-2013
missiles,UAE,-2010,2011-2012
missiles,UAE,-2011,2013
missiles,UAE,2012,2015-2019
missiles,UAE,2013,2015-2018
missiles,UAE,-2014,2015-2019
missiles,UAE,2014,2015-2016
missiles,UAE,2015,2017
missiles,UAE,2015,2017-2018
missiles,UAE,-2016,2017-2018
missiles,UAE,-2016,2018
missiles,UAE,2016,2018-2019
missiles,UAE,2017,2018
missiles,UAE,2017,2018
missiles,UAE,2017,2019
missiles,UAE,2017,2018-2019
missiles,UAE,2018,2019
missiles,United Kingdom,-1982,1993-2004
missiles,United Kingdom,-1997,2000
missiles,United Kingdom,1999,2001-2002
missiles,United Kingdom,2000,2000-2001
missiles,United Kingdom,-2000,2001
missiles,United Kingdom,2001,2003-2004
missiles,United Kingdom,2001,2002-2003
missiles,United Kingdom,2002,2003
missiles,United Kingdom,2004,2006
missiles,United Kingdom,2004,2007-2011
missiles,United Kingdom,-2006,2007
missiles,United Kingdom,2007,2008-2012
missiles,United Kingdom,2007,2008-2009
missiles,United Kingdom,2012,2013
missiles,United Kingdom,2013,2013
missiles,United Kingdom,2013,2015
missiles,United Kingdom,2014,2016
missiles,United Kingdom,2015,2016
missiles,United Kingdom,2015,2016-2017
naval weapons,Japan,2003,2007-2008
naval weapons,South Korea,1999,2003-2005
naval weapons,Australia,-1989,1996-2006
naval weapons,Australia,-2002,2006-2008
naval weapons,Australia,2006,2017-2018
naval weapons,Australia,-2010,2017-2018
naval weapons,Australia,-2014,2015-2019
naval weapons,Chile,2001,2001
naval weapons,Denmark,2002,2004-2005
naval weapons,Denmark,-2006,2012-2014
naval weapons,Ecuador,-2009,2010
naval weapons,Egypt,2001,2004-2006
naval weapons,Germany,1996,2004-2005
naval weapons,Greece,2002,2004
naval weapons,Japan,-1993,1996-2007
naval weapons,Japan,-1998,2000
naval weapons,Japan,-1998,2003-2006
naval weapons,Japan,-2002,2007-2008
naval weapons,Japan,-2004,2009-2011
naval weapons,Japan,-2007,2012-2014
naval weapons,Japan,-2007,2012-2014
naval weapons,Japan,-2007,2012-2014
naval weapons,Japan,2011,2015-2017
naval weapons,Japan,-2013,2018-2019
naval weapons,Japan,-2013,2018-2019
naval weapons,Japan,-2013,2018-2019
naval weapons,Netherlands,-1995,2002-2005
naval weapons,Norway,-2000,2006-2011
naval weapons,South Korea,-1999,2003-2008
naval weapons,South Korea,2002,2008-2012
naval weapons,South Korea,-2002,2008-2012
naval weapons,South Korea,-2009,2013-2016
naval weapons,South Korea,2011,2013-2016
naval weapons,South Korea,-2012,2018
naval weapons,South Korea,-2012,2018
naval weapons,South Korea,2014,2018
naval weapons,Spain,-1996,2002-2006
naval weapons,Spain,1999,2002-2012
naval weapons,Spain,2006,2012
naval weapons,Taiwan,-2011,2014
naval weapons,Thailand,-2013,2018
naval weapons,Thailand,-2013,2018
naval weapons,Turkey,-1994,1998-2000
naval weapons,Turkey,-1994,1998-2000
naval weapons,Turkey,-2005,2013-2014
naval weapons,Turkey,-2011,2017-2018
naval weapons,Turkey,-2015,2017-2018
naval weapons,United Kingdom,2006,2008-2010
naval weapons,United Kingdom,2012,2015-2017
other,Australia,1998,2003-2005
other,Canada,-1997,1998-2002
other,Colombia,2013,2014
other,Kuwait,-2010,2013-2014
other,Malaysia,2000,2002-2003
other,Netherlands,2007,2007
other,New Zealand,2001,2003-2004
other,Saudi Arabia,2006,2006-2009
other,Saudi Arabia,-2009,2011-2013
other,Saudi Arabia,-2009,2011-2015
ships,Egypt,2014,2016-2017
ships,Egypt,2016,2017-2018
ships,Taiwan,1989,1993-2004
ships,Bahamas,1997,2000
ships,Bahrain,2018,2020
ships,Bangladesh,2013,2013
ships,Bangladesh,2014,2015
ships,Chile,2009,2010
ships,Colombia,2003,2003
ships,Colombia,-2007,2007
ships,Dominican Republic,2000,2001
ships,Dominican Republic,2002,2003-2004
ships,Dominican Republic,2004,2004
ships,Egypt,2004,2006-2007
ships,Egypt,-2005,2007
ships,Egypt,2006,2013-2015
ships,Egypt,2008,2010
ships,Egypt,2010,2015
ships,Egypt,2011,2014
ships,Egypt,2016,2019
ships,El Salvador,-2002,2002
ships,Georgia,2015,2017
ships,Ghana,2000,2001
ships,Greece,-2005,2007
ships,India,2006,2007
ships,Iraq,2009,2010-2012
ships,Iraq,2010,2012
ships,Iraq,2011,2013
ships,Japan,1994,1997-2002
ships,Kuwait,2009,2011-2013
ships,Lebanon,2010,2012
ships,Mexico,1998,2000
ships,Mexico,2000,2001-2002
ships,Mexico,-2001,2001
ships,Nigeria,2001,2002-2003
ships,Nigeria,2011,2011
ships,Nigeria,-2013,2014
ships,Pakistan,2010,2011
ships,Pakistan,2016,2017
ships,Philippines,-2001,2004
ships,Philippines,2011,2011
ships,Philippines,2012,2013
ships,Philippines,-2015,2016
ships,Poland,1999,2000-2002
ships,Sri Lanka,2004,2004
ships,Sri Lanka,2018,2018
ships,Taiwan,1999,2000
ships,Taiwan,-1999,1999-2000
ships,Taiwan,-2003,2005-2006
ships,Taiwan,-2007,2012
ships,Taiwan,2015,2017
ships,Trinidad and Tobago,2007,2007
ships,Turkey,1998,1999-2000
ships,Turkey,2000,2000
ships,Turkey,2001,2002
ships,Turkey,2002,2003
ships,Ukraine,2018,2018
ships,Viet Nam,2016,2017